37485396522714913,1_19.7053757.png,/cut_coadds/gri_part1/coadds/coadd_37485396522714913/1.fits,/cut_coadds/gri_part1/coadds/coadd_37485396522714913/2.fits,/cut_coadds/gri_part1/coadds/coadd_37485396522714913/3.fits,1
37484713622920941,1_19.8003101.png,/cut_coadds/gri_part1/coadds/coadd_37484713622920941/1.fits,/cut_coadds/gri_part1/coadds/coadd_37484713622920941/2.fits,/cut_coadds/gri_part1/coadds/coadd_37484713622920941/3.fits,1
37471768591486486,1_20.0882473.png,/cut_coadds/gri_part1/coadds/coadd_37471768591486486/1.fits,/cut_coadds/gri_part1/coadds/coadd_37471768591486486/2.fits,/cut_coadds/gri_part1/coadds/coadd_37471768591486486/3.fits,1
37475917529896296,1_20.0899544.png,/cut_coadds/gri_part1/coadds/coadd_37475917529896296/1.fits,/cut_coadds/gri_part1/coadds/coadd_37475917529896296/2.fits,/cut_coadds/gri_part1/coadds/coadd_37475917529896296/3.fits,1
37471648332410380,1_20.2567253.png,/cut_coadds/gri_part1/coadds/coadd_37471648332410380/1.fits,/cut_coadds/gri_part1/coadds/coadd_37471648332410380/2.fits,/cut_coadds/gri_part1/coadds/coadd_37471648332410380/3.fits,1
37472189498287561,1_20.2850914.png,/cut_coadds/gri_part1/coadds/coadd_37472189498287561/1.fits,/cut_coadds/gri_part1/coadds/coadd_37472189498287561/2.fits,/cut_coadds/gri_part1/coadds/coadd_37472189498287561/3.fits,1
37476445810871239,1_20.3548927.png,/cut_coadds/gri_part1/coadds/coadd_37476445810871239/1.fits,/cut_coadds/gri_part1/coadds/coadd_37476445810871239/2.fits,/cut_coadds/gri_part1/coadds/coadd_37476445810871239/3.fits,1
37480599044248464,1_20.434427300000007.png,/cut_coadds/gri_part1/coadds/coadd_37480599044248464/1.fits,/cut_coadds/gri_part1/coadds/coadd_37480599044248464/2.fits,/cut_coadds/gri_part1/coadds/coadd_37480599044248464/3.fits,1
37472348412074904,1_20.4937534.png,/cut_coadds/gri_part1/coadds/coadd_37472348412074904/1.fits,/cut_coadds/gri_part1/coadds/coadd_37472348412074904/2.fits,/cut_coadds/gri_part1/coadds/coadd_37472348412074904/3.fits,1
37476720688779642,1_20.6164532.png,/cut_coadds/gri_part1/coadds/coadd_37476720688779642/1.fits,/cut_coadds/gri_part1/coadds/coadd_37476720688779642/2.fits,/cut_coadds/gri_part1/coadds/coadd_37476720688779642/3.fits,1
37476200997719089,1_20.6902828.png,/cut_coadds/gri_part1/coadds/coadd_37476200997719089/1.fits,/cut_coadds/gri_part1/coadds/coadd_37476200997719089/2.fits,/cut_coadds/gri_part1/coadds/coadd_37476200997719089/3.fits,1
